#node1	node2
P42224	Q13287
P60709	Q92973
P01116	Q9NZL6
A0JLT2	P61218
O75015	P43405
Q14247	Q9H8Y5
Q15645	Q93062
P32121	Q8NGL1
O95751	Q9H9D4
P17947	P25774
O00206	Q8IWL1
O00591	Q9NQX3
P46100	P63165
O00329	P05023
O43617	Q8WVT3
P32121	Q5JQS5
O14543	P24394
P56537	Q8TC92
O75925	P48436
O75530	P46783
O95757	P30480
Q13315	Q96JM2
O95260	P40337
O00459	P23458
P43364	Q05516
Q13557	Q8TEY5
P15692	Q02763
P13232	Q5VWK5
O60669	Q13424
A6NIT4	P52333
Q14790	Q15628
P67870	Q8NDZ2
O00422	Q6NXE6
P08151	P48730
P19338	Q6R327
P49682	P55774
O43261	P04637
Q13573	Q9Y3U8
P38398	Q16254
P23458	Q99683
P28072	Q9Y4K3
Q8IY31	Q9BQD3
P07384	Q96PE3
P49841	Q92574
Q9NYY3	Q9Y2H0
406982	O00716
P60602	Q12933
Q15645	Q9NRQ2
P42771	Q9BY76
P51817	Q07869
O43353	P19438
P19838	Q15306
O14508	P42226
P21675	P35240
P35268	Q07020
P43360	Q53HC9
P03901	P17568
O15111	O95819
O14929	Q6NXT2
P16871	P30048
Q6VMQ6	Q9H1H9
P27695	P63279
P63208	Q13309
P13569	P48741
P49674	Q86WZ6
P04839	P14316
P51116	Q7Z2V1
P05412	P35790
P30154	P41743
P62829	P62987
O95163	Q9UBS4
Q13651	Q86WN2
P01106	P27361
Q15287	Q9NYF8
P20273	P29350
O94782	Q8TAF3
P03372	P05787
Q04771	Q15796
Q9BY42	Q9P2S5
P01569	P24394
P51610	P62807
P08670	P18206
P05787	Q86SQ4
Q02156	Q15842
P51948	Q86YV9
O75554	P0CG12
P98177	Q92793
P28328	Q6PD62
P08908	Q9P2W3
P34947	P49682
P56524	P62258
P05556	Q15027
P12270	Q9Y6R4
P21333	P45985
P13569	Q9UBY0
P53618	Q16539
P49023	Q14289
Q13315	Q5H9R7
P12318	P59901
P63092	Q01726
P19404	P49821
P35568	P42336
P35222	P60484
Q6NZ67	Q96CW5
P46013	Q00005
O00255	P09630
P29460	P31994
P12004	Q07864
Q9HD26	Q9UHC3
O43463	Q09028
P57678	Q16637
Q14012	Q8TD86
P32456	P67870
P28482	P43146
O43707	Q92738
Q01484	Q9UJW0
Q52LW3	Q8IXI1
P40126	Q9UJU2
P62191	Q99459
P63279	Q92754
Q12778	Q9UGJ0
P13612	Q07889
Q9NYQ7	Q9UJ04
P49238	Q8NHW4
P24844	P63261
P10398	P45983
Q6GQQ9	Q8IVM0
Q96E35	Q9H7B4
P56703	Q9NPG1
P08107	P25685
Q01484	Q13009
P62158	Q9BYC9
P14373	P62837
O43707	O75578
P26373	Q02878
P01375	Q13546
P15382	P51787
P50502	Q92956
Q14643	Q86YM7
P46782	Q9UHD2
P22392	Q9NQC3
P04637	P14210
P82933	Q9NR30
P04004	P23229
P00734	Q96RI0
P06753	P68032
P53779	P61586
P46459	Q05209
Q9H2X6	Q9UBE8
P12956	P14859
P0CG04	Q9NRR5
Q13616	Q969H0
P30273	P43403
P84103	Q86V81
P35269	Q00403
P14416	P32121
P19838	P38398
P52735	P58107
Q00610	Q15027
Q12778	Q13131
O60508	P52272
P26010	Q9UBP9
O00241	Q5TFQ8
Q8N456	Q8N5Z5
P10301	P55196
O60503	P09471
P28288	Q9UBJ2
P11171	P37802
P15153	Q15052
P01116	P68104
P13686	P62714
Q13418	Q9Y243
P11171	P12004
P01892	Q07444
Q04900	Q9ULV0
P35555	P98095
O14654	O15111
P02652	P55058
P22455	Q9NRA1
P25789	Q969U7
Q16539	Q92574
O43914	P43628
P50914	P62750
P05556	Q13418
A6NHL2	P17302
P27708	Q99759
P05062	Q8IWZ6
Q16531	Q96JK2
P18124	Q8TDR0
P40337	Q9HAV7
P35916	Q9HCT0
Q9P2E3	Q9Y2X8
145781	Q96GD3
O96017	Q9H4B4
O14974	Q9Y572
P10145	Q01201
Q8TAD8	Q9Y692
P46379	Q00536
P14091	P46379
O95983	Q96T58
Q9P2D1	Q9UBE8
O14733	Q9Y2U5
P16333	Q8IZD9
P12272	Q14974
Q13547	Q14839
Q9BPX3	Q9NTJ3
O95644	Q04864
Q13418	Q9H583
P16619	P51686
Q05209	Q6ZN57
P34820	Q9H2G2
O75367	Q96RL1
Q07890	Q8NF50
O43182	Q07889
P01138	P11362
P15153	P52566
Q16186	Q9Y5K5
P15822	P18206
O00487	Q9UL46
O75674	Q92575
Q9P0K7	Q9Y572
Q14765	Q9UL17
Q5VTD9	Q6ZW76
O94916	P26447
O14920	Q9UDY8
P12757	P14543
P0CJ74	P25090
P01112	P62158
Q5VTR2	Q7Z6Z7
P00519	Q14008
P27986	Q9UBK5
P67870	Q14676
P08047	P48960
Q13233	Q96EY1
P05014	P32927
P20248	Q99741
P29597	Q01344
O94762	Q9UQF2
P18848	Q92793
O14745	P41231
P01730	Q6ICR9
A6NM03	P35626
P02768	P49792
P20591	Q13885
Q6ZMI0	Q99962
O95084	Q8NB37
A6NHL2	Q92974
O96017	Q16821
P38936	Q5RL73
O60296	Q9UN88
P08620	P29317
Q96CX2	Q9H1Y0
O95343	P48431
P27986	Q9BWW9
P60953	Q9BYG5
P48436	Q96T58
Q9Y664	Q9Y679
P04637	P54132
O95433	P08238
P00441	P49716
P05000	Q9HC73
P07333	Q9Y371
P78504	Q99466
O14920	Q92793
P09038	P22455
P12956	Q96KM6
O00329	P17948
P02751	P16144
P41235	Q9UNU6
P51003	Q13247
P16278	Q9NSA3
P02776	P13611
P58753	Q15399
P13984	Q00403
O00459	P07359
Q16537	Q9UF02
P49407	P68400
O14948	O75030
P08571	Q08380
P45985	Q9P2G9
P21333	P32121
P14780	P15692
P08631	Q15393
O15553	P17676
P17936	Q14181
Q92698	Q92878
O14543	Q99650
P49207	P50914
P29074	P51681
P32121	Q8NGI4
P62899	Q07020
P35579	Q8NEV4
P01106	Q9UNQ2
P05771	Q15904
P00533	P11142
Q13526	Q9UET6
P50570	P60709
P32121	Q15622
P15918	P16333
O43639	Q9NZQ3
O95376	Q9HC35
P16234	Q07889
O14980	Q9UKV8
Q6PEY2	Q96RT7
P42704	Q14164
Q96AW1	Q9H7E9
P63092	P63215
Q12834	Q9Y2Z4
P04183	Q5RL73
P00441	Q969M1
P01106	Q99933
O00755	Q9H461
P13501	Q92985
O60258	P08581
P43403	Q96P31
Q05513	Q9BVJ6
O60814	Q9Y5B9
Q15645	Q96FJ0
O14744	P08621
O43924	P36405
P24394	P29460
A8MT69	O15360
P06756	P12931
P03372	Q9NPJ4
Q96IX5	Q9NRR5
Q13077	Q3ZCQ8
P16104	Q8TF05
A6NET4	P35626
O15111	P35222
P41235	Q9Y6Q9
O95786	P10914
P12931	Q92692
Q8TDR0	Q9NYB9
Q8WYR1	Q92633
O95347	P01891
Q96AG4	Q9H1Y0
P13500	P46094
P05062	Q13621
O95299	Q16795
Q02078	Q15796
P11217	Q8TD86
P00747	P55085
P17661	P63104
P62837	Q8WVD3
Q9BUB5	Q9H814
Q13936	Q9UK08
O14920	Q8WXC3
O95222	P38405
Q02641	Q15172
P32519	Q13469
P67775	Q9UPR3
O15162	P03973
O14508	Q8IU57
O15144	P63261
Q14451	Q99558
Q8TAU3	Q9BQ66
P24385	Q9NZC3
P67809	Q16629
Q09472	Q9UJU2
Q04760	Q14164
O95750	P10721
Q9H254	Q9NRI5
P39019	P46783
P49715	Q9Y2D1
P39023	P61313
P25788	Q9NXG2
Q99935	Q9UDV6
P78362	Q8WYA6
P10827	Q92793
Q14164	Q9BV86
Q15319	Q9UBR4
P23508	P30040
Q93097	Q9ULV1
Q96MG7	Q9NXX6
P09919	Q6UXL0
P35626	Q8NGC6
Q15796	Q9NSE2
O95208	P08581
P51685	P80162
O95931	Q99496
P02461	P17301
P26640	Q8WYK2
P32121	P34998
P07437	Q96KQ4
P62330	Q9UPT6
P06213	Q8WXH5
P16220	Q9H324
P40938	Q13573
P32121	Q8NGI6
P78559	Q9H492
P46937	P67775
P32121	Q9H341
O95793	P19338
P28072	P60900
P17181	Q86WN2
P24941	Q9UM13
P26367	Q96PU8
P16220	Q8N4X5
P30307	P51817
P01024	Q9NVP2
P15927	P23025
Q14442	Q9BRB3
O43795	Q9HAW0
O14641	P63172
Q05513	Q6P1M3
P30154	Q13522
P48039	P63211
P35626	Q8NGZ3
7012	Q99973
406888	P01111
P57059	P63104
P51677	Q16663
Q93009	Q9UER7
P54709	Q13237
P16104	Q6NVY1
P12931	Q9C0H9
P14649	Q9H1R3
Q15257	Q16589
P06681	P0C0L4
Q86YT6	Q9Y5X3
P24723	Q9NYF0
P19174	P21817
Q8N715	Q99750
Q96GD4	Q9NR09
Q06124	Q92569
Q13404	Q8N5U6
P26368	Q08170
P11802	P38936
Q96GT9	Q96KQ7
Q53ET0	Q6IN85
P45973	P51532
P40855	P42771
O60674	P01574
P01871	P24522
P16333	Q9BXM0
P10809	P13073
Q13352	Q16659
P60880	Q15811
P05771	Q96BA8
P21580	Q13158
P00533	P09603
P08138	P08620
P20701	P36941
P61586	Q8N264
P0CG47	P49427
P46937	Q4VCS5
P10398	Q3ZCQ8
P52272	P52597
P53355	Q92859
P00533	P51692
P56537	Q9Y265
P62136	Q13315
O00255	Q8N2W9
P10721	P20827
P62714	Q9UF02
P18621	P61513
P01106	Q8IWA0
P53350	Q8IW35
P78527	Q9Y6K9
P13569	P22061
Q9BWC9	Q9UKR5
P26992	P32881
Q8WVM7	Q9UQE7
P09769	Q8WYR1
P12532	P21281
O00628	O14832
P01106	P43243
O60343	O94916
P62913	Q00653
P20701	P62834
Q92995	Q9UKN7
Q8TBE0	Q92997
O60333	Q96QZ7
Q99742	Q9Y5J5
Q00005	Q00839
P53396	P78396
P18146	Q9UJU2
P14174	P18206
P31749	Q9UKG1
O43306	P05771
P36507	Q13573
P23229	Q13751
P15880	P62241
O75925	Q96LA8
P54725	Q9H814
P55212	Q96CA5
Q13185	Q9H081
O14561	P51970
P04637	Q07812
P01579	P42224
P24468	Q9BZK7
O00629	Q00978
P30307	Q13557
P12109	Q9UKX5
P19438	P23396
P16885	Q07889
P62081	Q15843
P24928	Q6PD62
P06729	P19256
Q8IW50	Q9HCP0
P01243	Q96DZ1
P21673	Q9BWH2
P06899	Q9P0U4
Q99942	Q9P055
O00175	P51679
P01116	Q13393
P51681	Q16363
407021	P60953
Q12959	Q96KB5
P16671	Q9UGI9
Q86X95	Q9Y618
Q04917	Q9Y2J2
P05387	P18621
P30480	Q9BWD1
O00755	O95813
P41235	Q00403
P26373	P46779
P10145	P14780
Q15041	Q969H0
O60603	P07585
P67870	Q15262
P32121	Q8N349
P61006	Q96QF0
P54840	P68400
P29320	P62158
O14625	Q14653
9757	O95433
Q13315	Q9Y4A5
Q13485	Q9UHP6
P08069	P21781
P18077	Q02878
P31749	Q9UQB3
Q5T3J3	Q9HCU9
P40337	Q14203
P42338	P63215
O15151	Q9UER7
P01303	Q92847
P49682	P80098
Q9BZE9	Q9H814
P83731	Q99459
Q07157	Q9UKL4
P05556	P07942
O43318	P53778
Q9H7N4	Q9NRR5
Q08999	Q12778
Q12983	Q92843
P22087	Q8IZL8
P08238	P62258
P83731	P83881
P10966	P30511
P20333	P29508
P63104	Q86YV0
P32121	Q8NGF6
P35711	P56645
O00238	Q9NW38
Q96QR1	Q9HC24
P35968	P42336
O14576	Q9H6R7
P48023	Q9NSI8
O15197	P98172
P05198	P49770
O14508	P08887
O43677	O75438
P68133	Q9Y265
Q15714	Q9H173
P61769	Q02556
P49715	Q16520
P28566	P63096
Q14934	Q16539
P07766	Q12929
O76064	P61088
P01127	P07910
P35228	P51114
Q5VZM2	Q9Y2Q5
A6NHL2	P23258
P08151	Q15915
P20941	P38405
P58753	Q15109
O14827	P17612
P06493	Q5MJ70
Q15047	Q9BXR0
P06454	Q13547
O60603	P68371
Q9UL45	Q9Y3C0
P05187	P55854
O95467	P43116
P19793	Q96ST3
Q14197	Q96EY7
O14508	Q14626
P27361	P28562
P50281	Q9BV57
P62081	P62979
P00403	P30480
P68104	Q16513
P42226	Q15306
P22612	P50552
P62736	Q07890
Q13535	Q9BWG4
O14974	Q6WCQ1
P01567	P32927
P05231	P26992
P04439	Q14952
O00471	Q99459
P01023	P05231
Q92599	Q99963
O00429	P62256
P25054	Q16531
P63000	Q155Q3
Q01955	Q9HCN6
O60353	Q92765
P85298	Q07890
O75030	P63279
P62873	Q8TCU6
Q9NQW1	Q9NR31
O75396	Q14164
P08069	Q92913
Q14164	Q15084
P62899	P63104
O15111	P03372
P32121	Q06190
P60660	Q86YV6
P58317	Q8N163
O60508	Q16629
P06241	P98161
P62258	Q05086
O75925	P58012
P62993	Q9UHB6
Q6P2C8	Q9NWA0
Q04206	Q15759
O95685	Q16821
P01584	Q15306
Q12772	Q14789
Q15916	Q6VMQ6
Q7L590	Q9BVW5
O00231	Q5T3J3
P08246	Q92802
P42331	P60763
P20936	P54756
P30837	P61421
P12270	Q9Y4K3
P24941	P67870
P05015	Q14626
Q9NZH5	Q9UJX2
P08047	Q14676
Q9BUM1	Q9UGJ0
P17181	P60568
P12004	Q09472
P41182	Q9NRY4
Q6RSH7	Q9NSA3
P19525	P46087
P35222	Q9Y297
P56545	Q03014
P04141	Q99650
Q8IXH7	Q9H3P2
O15355	P61247
Q13315	Q8IX12
Q9Y305	Q9Y6X6
P62888	P62899
Q10586	Q9UMS4
O14920	P31946
O60500	Q9NP85
Q8TCG1	Q92597
Q9NQC3	Q9Y4K3
Q9NPH3	Q9NWZ3
P30876	Q9BTT4
P68371	Q13409
O95157	P12931
P24941	Q13309
P05388	Q9Y3U8
Q15428	Q7L014
Q13315	Q96MT8
P01106	Q92733
Q5T3J3	Q9H4M7
P33552	Q9Y3Q8
Q01668	Q12791
O95352	Q8IY92
P10301	P20936
P63215	Q14832
P07949	Q96PU5
P35609	Q07157
P14784	Q92569
Q15796	Q92963
O15371	P12931
O94979	P04406
P46934	Q99717
P22626	Q14683
P26196	Q9NRM2
O14924	P05106
P01106	Q9UBE0
O75448	P10828
P13010	P49917
P32239	Q06124
P17612	P49841
P13196	Q00535
P46531	Q96BI3
P00533	Q00169
Q03519	Q04206
P29400	Q15038
P49005	Q99816
P22612	Q8NER1
O00585	P51685
P27361	P46695
P16473	Q9Y2W7
Q9BT78	Q9UBW8
P41227	Q16665
P60842	Q13573
114614	Q13158
P62993	Q9NS40
P02452	Q15796
Q15750	Q8WUK0
P23458	Q14627
O95067	P37173
O43147	Q5T0N5
P17612	P41235
Q6P2I7	Q9Y376
P32745	Q9HD26
P68363	Q14204
Q13315	Q96EA4
P28482	Q02156
Q15796	Q96FJ0
5512	Q16821
O15162	Q9H7M9
Q15834	Q9NTK1
O14641	P46531
P12931	P35222
Q02156	Q15349
P61218	Q9HCS7
Q86YT6	Q9Y2X8
Q15562	Q9GZV5
P21860	Q96PU5
P12980	P15923
Q13261	Q9NPF7
P14209	Q9NRR5
O43395	Q15020
Q13352	Q9Y2X7
O94916	Q8N5D6
O15198	Q96JH7
P62805	Q15596
P15509	P29459
P28482	P62879
Q04206	Q16539
P53539	Q96EB6
P13569	Q14517
P56537	Q5T3J3
P46459	Q12913
P29350	P42701
554213	O76076
O95405	Q86XL3
O14512	P16871
Q13952	Q68CP9
P0CG48	Q04323
P01008	P41235
O15123	P29317
P0CJ76	P25090
P62877	Q4G163
P14598	Q04206
P01106	P40938
P35222	Q8IUQ4
P01137	Q04771
O43541	P16220
P62306	Q9Y5J5
P11142	Q8TDR0
P55957	Q9BZJ0
Q9H3G5	Q9NSA3
P16144	P56537
P31947	P56945
P61513	Q13233
P32780	Q13216
O14974	Q9BUA6
P15531	Q01105
O43741	Q9H9S4
O00212	Q9BZ29
P12110	Q9NRI5
P07108	Q9UNZ2
P48736	P60953
P01568	P16871
P36575	Q93091
Q13576	Q99759
P30939	P59768
P61586	Q9H8V3
P80723	Q6WCQ1
Q13144	Q14232
P63279	Q09472
P07949	Q9HCE7
P11465	Q13485
P09769	Q92608
Q15648	Q9ULK4
P08243	Q9NWF9
O43298	Q12933
P12931	Q8WYR1
P33991	Q9Y2Q3
Q5JWF2	Q96PN6
P00519	P29353
Q16236	Q16512
P07949	Q9Y4K3
P07108	P68543
P19875	P58012
Q99547	Q9Y5X1
P16298	P62158
O75688	Q13310
P28566	P63215
Q5UIP0	Q99547
P04745	Q92667
P00519	Q03468
Q5JQF8	Q9UFF9
O60282	O95295
P20226	Q13422
P48729	Q13158
O75365	Q5VYK3
O60282	P48058
P51817	Q9UD71
P30460	P30504
Q13522	Q9Y243
P28702	P43354
P42574	Q14790
Q13547	Q4LE39
O00299	P23508
P01889	Q16836
P17612	P62879
Q15287	Q9UKJ3
Q96B02	Q9UBS8
P02776	Q16570
406957	Q99626
P09429	P52294
Q06609	Q7Z5Q5
P06576	Q14451
Q14197	Q15046
P49407	Q14137
P62805	Q9H0E9
O00401	P16333
P14317	Q9UQ16
P24530	P30679
P30466	P43626
Q71DI3	Q9H160
P35398	P62195
P68366	Q9Y3M8
P08571	Q14344
O94772	Q92997
P05231	Q5VWK5
P06858	Q9H1I8
P16403	P19525
P13500	P51681
O60282	P67870
Q13797	Q9NVD7
O00501	O14493
P19883	Q16513
404734	P61981
Q7Z434	Q92844
O95467	P50406
P01106	P62987
P0C0S5	Q9H0E9
Q13683	Q13753
P33316	Q07869
O00291	Q9NWB7
P49642	Q9Y230
P07814	Q14164
P28749	P67775
P40189	P50750
Q14332	Q9GZT5
Q53TQ3	Q6P4R8
P22612	Q8IZS8
406987	O15143
P38159	P84103
P42858	Q15642
P06400	Q8NFD5
O75947	Q7L5D6
P30939	Q9UBU3
P36578	P49207
O75365	Q9UHI6
P47900	Q5JWF2
O60674	P16410
P27816	Q13315
Q6UWE0	Q9UPY3
Q8IY81	Q9Y6K5
O60602	P27986
Q9BTT4	Q9P086
P49790	Q9UIA9
P06400	P10275
O00273	P14866
Q9UL03	Q9Y4K3
P14136	Q96HA1
P22694	Q9NY47
O14974	P06241
O95967	Q8NEC5
P55157	Q9Y619
Q14765	Q99665
P13945	P35626
P28288	Q9BUV8
Q9UHD9	Q9Y297
P09211	Q99683
Q04637	Q14164
P22607	P61328
P40145	Q13554
P49747	P56199
Q9HBE4	Q9HC73
Q15185	Q9HBG4
Q96CW5	Q96JB5
Q03135	Q9H0E2
P27348	P40818
P46779	P62945
P47914	P62899
P01106	P57678
P10275	Q14686
P63092	Q96PN6
Q00403	Q99442
P0CAP2	Q86VK4
Q9BQ83	Q9UJS0
P00533	P49767
P20073	Q7L5N1
Q15648	Q92731
Q01082	Q99459
O95644	Q13555
P01889	Q9Y230
O95793	Q16352
P21796	Q9H0C2
P32121	Q8WZ92
Q06187	Q9Y6Q6
P40189	P40763
P15822	Q13568
O43513	Q9NWA0
Q02156	Q9H0C2
Q96A37	Q96LR5
P25054	P31947
O43617	P27708
P10276	Q92831
Q8WVM7	Q9BSI4
P13498	Q8NFA2
P17081	Q6DT37
P04439	Q8NHL6
P32121	Q6IF63
O43318	P61964
P30504	P49591
A5PKW4	P23416
P41235	Q02252
P22455	P29353
Q13257	Q92731
P67775	Q9Y243
Q8IYD1	Q9H361
P16619	P51685
Q96KQ4	Q9Y2D9
P04637	P30411
P05549	Q09472
O14497	P62805
P11021	Q13177
P53778	Q16082
P01106	Q8IX90
406911	P20749
P01106	Q00653
O15085	P63000
P30304	Q08050
Q16637	Q9UMN6
O75352	P61247
Q9BQA1	Q9Y5B0
Q8N157	Q9NRG4
Q15008	Q9Y4R8
P30939	Q9UBI6
Q6FI13	Q99879
P40189	Q14626
Q13557	Q4KWH8
P51685	Q99731
P06748	Q96BK5
Q00610	Q9Y478
P31946	Q5TCX8
P01241	P07910
O43924	Q15382
Q9BUJ2	Q9UBU9
O14641	Q9UNA4
Q8IZL2	Q9UM47
P50150	Q92569
P19105	Q9Y6K9
Q66LE6	Q99832
P15170	Q9BZI7
P00533	P35228
P30304	P31947
P28324	P53778
O60241	Q9Y3M8
P09923	Q14240
Q8NEM0	Q9NTJ3
P09601	P53004
O75143	Q8IYT8
Q14416	Q9P2W3
O95602	Q08945
Q07955	Q86V81
P38159	Q9Y580
O60262	P48544
P0C5Y9	Q5QNW6
P38936	P60709
O75380	P28331
Q13509	Q99759
A6NMX2	Q96F07
100008588	Q9UIF9
O15198	Q04771
Q13936	Q9P2W3
P01584	Q9Y239
O15145	Q9Y6W5
Q6QNY0	Q8TDH9
P48551	Q15366
P08571	Q9NYK1
P25786	P53350
P35637	Q04206
P16144	P63261
P06400	Q00534
P35626	P51677
O95503	Q06587
P05129	P48169
P19793	Q07869
P63208	Q9UKT5
Q676U5	Q9H082
P51790	Q9HD26
P48551	Q8IU54
P21802	Q9GZP0
P05423	Q9Y250
P32418	Q13733
P46937	P62140
P06241	P42166
P55210	P55212
P36957	Q8N2Y8
O95630	Q9HAU4
P41250	Q14164
O60641	Q14164
P10916	Q15746
P43489	Q9BUZ4
P62753	P62979
P12757	Q8N3C0
406937	O00273
Q8IWZ8	Q9BUJ2
P05388	P84022
P04141	Q01196
P10275	P23760
P17535	Q15759
P26012	Q92752
Q05397	Q15788
O60729	Q9UM13
P45984	P59768
Q9HBI0	Q9UKX5
P30968	Q9UBR4
O43749	P35626
O15460	P16104
P03891	P51970
P48023	Q96RU3
P29375	P68431
Q13769	Q9UBU9
P06241	Q13177
O76071	Q7Z7L1
Q96F86	Q9NPI6
P04083	Q13315
P19525	Q00597
Q00987	Q96FW1
Q14974	Q16637
Q13216	Q9UBW8
P45983	Q96J02
O43900	P16333
O15524	Q8N6P7
406921	P29375
Q13255	Q13555
P51817	Q68CJ9
Q9HC98	Q9UBF2
O95628	Q96B02
P19793	Q9H0E9
Q06323	Q12873
P35968	Q9H201
P16157	Q14643
P02768	P02775
P68363	Q96RT8
P07437	P26641
P01106	Q16514
O14939	P08047
O75354	P54253
P61978	Q15637
O14980	P46527
P30480	P39656
P54257	Q15388
P01106	Q14689
P43360	Q16891
O15085	P52198
P04637	Q13547
P52597	Q00839
P10145	P18827
P56182	P68104
P46020	Q6ZSY5
Q96Q15	Q9H1J1
P09529	P19883
P61587	Q53QZ3
P01106	Q10471
Q9H5I1	Q9UFW8
O75365	O94874
P08173	P59768
Q04323	Q9NVP2
P54253	Q8N1L9
A6NL26	P38405
P42701	Q13007
O60739	P52907
Q13315	Q86YQ8
P00533	P21781
Q8TAD8	Q96N46
P04183	Q9UM11
P29353	Q14289
Q12830	Q16576
Q9BUV8	Q9UNF1
P14784	P15248
P07947	Q9HCN6
P78417	Q9Y4K3
P48051	P63096
O60262	Q14833
P18847	P18848
O75364	P20160
O94864	Q9H0E3
Q13625	Q6ZUJ8
P04626	Q92625
P31749	Q09472
Q8IY92	Q96QD5
Q9H469	Q9P2P5
P53680	Q6WCQ1
B1A4H9	P16871
P05106	P16885
P35637	Q8IX12
P45973	Q13185
P08575	P19022
P01567	Q04206
P18146	P43628
Q9NV56	Q9Y230
P12956	P84022
P08047	Q09028
P08670	Q99759
P52565	P60953
Q13315	Q9BQA5
P51692	Q9HC77
P36896	P61812
P12429	Q8IWV7
P04406	Q13952
O43353	P30049
P26927	Q7L9L4
P51531	Q9NQC7
O15455	Q9Y4K3
P07942	P18564
P17081	Q9Y3M8
P14859	P51610
P22681	P35222
P62987	Q92901
P26367	P67870
P38936	Q6STE5
P08708	P46781
O00716	Q92925
P10275	Q9UNE7
P56537	Q9BWH2
Q96C03	Q9NRR5
P50552	Q13976
P04216	P06239
P19875	P41597
P18146	Q01629
P62745	Q13829
P08588	Q99962
P04637	Q92994
Q92585	Q99466
P0C0S5	Q08945
P63104	Q6R327
P03372	P08047
O75800	Q9Y3C5
P18146	Q13115
O75398	Q8N201
P04406	Q16637
P52655	P62380
Q9UM73	Q9Y4K3
P01106	Q05516
P38405	Q8NGQ6
O00483	O14561
O75144	P10747
P17948	Q9Y6I3
P21731	Q13162
P24593	Q14192
P49682	P78556
P08648	P55268
P35226	P62805
P61024	Q00526
P55210	Q9NR09
O95990	Q9Y4E8
O95409	P0CG48
P31946	Q6PKG0
P23511	Q92624
O60341	P60709
Q9NR46	Q9UQ80
O14817	P21926
P35499	Q13424
P01106	Q9HAV7
P35398	Q9NS56
P04083	P05787
P56748	P57739
Q13432	Q8TDN6
P13232	P17181
O00548	Q9Y219
P68431	Q03164
P51817	P51828
Q8WZ42	Q9BZW7
O43390	Q15366
P61353	Q15843
O75884	P28749
Q07817	Q9H1Y0
O96013	P53667
P30504	Q15691
P08631	Q92529
A4FU01	O15198
O15198	P28799
406937	P35568
P01871	Q9NRR5
Q96ED9	Q9H4K1
O60739	P10599
Q13315	Q9Y314
P53355	Q13526
O60832	Q03519
P11171	P25786
P19838	Q99558
O95863	P04637
P04632	P20936
Q96B96	Q9UGN5
Q14011	Q9Y490
O75937	Q16629
P08637	Q16539
P00558	P04406
P05386	Q9GZQ8
P07766	P16333
406909	Q9BYH8
P61289	Q16401
P10276	Q15910
Q9HAW0	Q9Y5M8
P06753	Q14164
P52198	Q9UNA1
P12644	Q13253
407040	Q9Y2T1
P17947	P34810
O43524	P48023
Q9BRC7	Q9UI26
P0CG47	P26358
Q9BYV9	Q9Y5Q3
P27361	Q02750
P62993	Q9Y6U3
P24941	Q8WWL7
Q9UJS0	Q9UL18
P01106	P30559
P10827	Q14686
P01584	Q9NPH3
P55854	Q9UKL0
P12931	Q8IZP0
P62873	Q9HBW0
P61978	Q96PU8
P0CG48	P53355
P35250	Q99459
P36897	P57729
O15551	O75508
P18146	Q99805
P54289	Q9Y5P8
P32927	P48736
O94817	Q99750
Q15714	Q9UNF1
O75293	O95067
P16581	Q06124
P00533	P68366
P22612	Q03060
P01562	P23458
Q16585	Q92629
O43676	O95178
P08575	Q9NWZ3
P07202	P16871
P41597	P80075
Q16236	Q9BQI3
P12004	P25208
P14923	Q12913
P13569	P40145
P63172	Q9UBX3
P29597	P42226
Q13616	Q9Y297
O75182	P48382
P05060	P05109
P60709	Q99829
P27037	Q96S42
P42566	P49757
P25786	Q9UNM6
Q8TCU6	Q9UBI6
Q66LE6	Q9Y698
P00519	P52564
O15264	P01116
P08047	Q8NCS7
O95072	P30153
P01569	Q01113
P26012	Q13753
O75937	P09651
407053	P28222
Q04721	Q9Y6R0
P02686	Q96KB5
P40763	Q16659
Q01970	Q9UP38
P16220	P36873
O94979	Q9Y6B6
P08246	P08572
P54646	Q9C0K7
Q8IY92	Q96NY9
Q9UGI0	Q9Y4K3
P10275	P19838
Q8NHM5	Q99496
P11274	P22681
P26373	Q9Y3U8
P08134	P42331
Q13315	Q96T60
Q15750	Q7L266
P11473	P84022
P58107	Q9Y4K3
P14678	P62306
P04141	P05412
Q14457	Q92622
Q14191	Q9HCU8
P08069	Q13191
P15336	P18848
Q9Y230	Q9Y572
P63261	Q9UI47
P29372	P51665
P01106	Q96PK6
P06865	Q9UPT9
P54259	Q00978
407037	P02786
P02675	P20073
O00329	P48736
P32121	Q14940
P35626	Q8NH94
O75051	Q00535
Q9BZE4	Q9Y6K5
O14602	P60228
O95294	Q07890
O14640	O75084
P61201	Q02556
O60603	P49368
P05109	P15153
A7MCY6	Q8TDY2
P17302	P23297
P31947	Q9NS23
406901	Q9UKV8
P02511	P42574
O43257	O96019
P52434	Q9H1D9
P41235	Q06710
P28074	Q00653
406938	Q13568
P05556	Q63HR2
P38159	P61978
P08134	Q9NZN5
P12931	P14136
P01106	Q14444
Q9BUV8	Q9P0M9
P08670	Q9BZW7
P63104	Q96N67
P12830	P17252
O14682	P06400
O75674	Q15155
Q13490	Q13546
Q15906	Q92993
406881	P01112
Q9BRX2	Q9P035
Q9BPX7	Q9NYF0
Q96JP2	Q99459
P29372	P61604
P01567	Q92793
