#node1	node2
O60238	P32456
Q9HBH0	Q9P107
P46108	Q14289
O15162	O95967
O15357	Q15811
O14827	P10301
P13569	Q92905
O95985	P27694
O43159	O43463
Q05397	Q92752
Q9Y3B3	Q9Y616
P08069	Q01970
Q99466	Q9NYJ7
P51955	Q8N137
P21333	P49768
P30304	Q14209
Q15388	Q6P1J9
Q16254	Q16875
P67870	Q9GZL7
P52597	Q8IWZ8
O43182	P01106
P36957	P62993
O15379	P68431
Q8N806	Q9NZ01
P62330	Q04637
P10276	Q9UL19
P17066	P19438
O95715	P61073
P22301	P40189
O60784	Q7Z3T8
Q15653	Q9GZS1
O14617	P01106
O95319	P62993
P28221	P63096
P46779	P62750
P46777	P62917
Q9NZ52	Q9UJ41
P05783	P63010
P54136	Q92844
P40189	P42702
Q92905	Q99759
P13569	P51159
P45983	P45984
O15304	P42684
Q01130	Q07021
P35398	Q9NS56
P50570	Q05516
P20823	Q96IU2
O43493	P46108
P01241	P99999
P20671	Q9UBN7
P01111	P12270
P18846	P48729
P17081	Q6ZUM4
Q03112	Q92769
O14512	Q08334
P10912	Q8IZJ0
P49916	Q7Z2E3
O43684	Q9UM13
P53805	Q13164
P01871	Q16644
P05787	P63104
O14610	P51828
Q96L33	Q9H7D0
P60673	P68133
O95467	Q7RTX0
P00918	Q9H8Y5
P25205	Q14566
Q04206	Q9Y2K7
O14543	Q5H9I0
P49368	Q99459
Q04771	Q9H0T7
P07202	Q14626
Q08379	Q13424
O00327	P55854
P55735	P78396
P10643	P13671
P01106	Q99612
P23396	P46781
P01138	P21802
P51116	Q9UNE7
P42771	Q9UJX2
Q7L590	Q9UBD5
P46734	P60763
Q5VT52	Q92900
P52292	Q93009
P28074	P40337
Q6P4R8	Q9Y5K5
P26012	Q08043
P06241	P16471
P01106	P29401
P55854	Q02218
O15018	Q96RT1
O00220	Q96P48
Q15398	Q9Y297
P61956	Q9H4L4
P07900	Q9HCU9
Q15759	Q9NZJ5
P01589	P26441
P14784	P40933
O15083	O75145
P08476	P17813
P62308	P83369
Q15797	Q9Y466
P62877	Q7Z6M2
Q01831	Q13569
P62330	Q08211
P12931	P63092
O95639	Q12996
P17676	Q15744
P17544	P25490
O15479	Q02543
P61224	Q12967
Q07812	Q8IVG9
Q96J94	Q9UPY3
P52735	Q07889
O15335	O75578
P07585	Q15303
P10415	Q13526
P05106	P23229
P30153	Q92736
406947	P51608
P05783	P10276
Q96CV9	Q9NZW5
Q16623	Q9H7U1
O94806	P62993
Q15366	Q16629
Q01196	Q14192
O00571	Q9UHX1
Q13535	Q92547
P51654	Q9Y6F9
O15031	O60925
P40145	P63211
P52798	Q15375
406988	O15357
P01241	P48551
O43561	P19174
P17252	Q86XP0
P04000	Q9Y3B3
P67870	Q13111
P34897	P67870
P11831	Q13642
P52732	Q9BUZ4
O95182	P03915
Q86UW9	Q93062
Q13085	Q9Y478
P51693	P61604
P01106	Q7Z5R6
P62266	Q96B02
P13805	P54257
Q04837	Q13315
P17948	P22681
Q9BQ66	Q9BUY5
Q08999	Q16254
P61254	Q9UNX3
O14775	P28221
Q86YM7	Q9NSB8
Q8N2Z9	Q9NW38
P40189	Q8IZJ0
Q6NUQ1	Q92878
Q04695	Q15149
O60258	Q02763
O60341	P35498
O75153	Q9NYQ7
10984	Q15022
Q15714	Q9UNN5
Q93009	Q9H992
P51843	P61201
P35225	P42702
P06746	P54257
Q92630	Q9Y620
Q92974	Q9BVA1
O75143	Q9BSB4
P00519	Q4KMG0
O15446	Q15653
Q96D42	Q96H15
P01566	P08887
P26368	Q13838
P49841	Q9NXS2
P50552	Q13797
P15976	Q8WW38
O95347	P45973
P01241	P67870
P51668	Q9Y508
P55210	Q14790
Q86XR8	Q96KG7
P18146	Q13207
P47897	Q99558
Q15645	Q5TA45
O75676	P27361
O14964	P0CG48
P26232	P60709
P19793	Q92830
P51671	P61073
P49662	Q9Y277
P12544	Q96RI0
Q13137	Q9NVV4
Q92845	Q9UQE7
P42568	Q6W2J9
Q53QZ3	Q92730
P07550	P13473
P24385	P36873
Q04637	Q14240
O96033	Q9NUQ8
P46527	P63208
P38405	Q8NH73
Q13077	Q15628
O94874	P62837
O14980	Q14457
P60709	Q8WYL5
P05106	P12111
O43915	P09619
O14980	Q9Y6K9
P01106	Q01973
P54278	Q9BX63
P02766	Q96FW1
P12980	P62805
P16220	P51532
P18146	Q96A33
Q15008	Q969Y2
Q15027	Q9Y239
P14770	P42336
Q8NER5	Q9HCE7
P62244	Q15843
Q9BRX2	Q9P035
P11142	P18206
P24844	P60709
P48643	Q99459
O14737	P23508
Q9NYG5	Q9UNH5
P49366	Q13535
O75578	P55268
P35227	Q9BSM1
P05113	P16471
O00238	P62987
P67775	Q05513
P32519	P41182
Q04917	Q99759
P01876	Q9H974
P10145	P51685
P31260	P40424
P20248	Q13952
P25098	P32121
P11487	P22455
Q01196	Q12824
Q13315	Q5TCZ1
P04350	Q9H9G7
P31947	Q96PU5
O75578	Q9UQP3
Q8IYF3	Q9H4K1
Q8IWS0	Q9NX58
P51828	Q16566
P62910	P83731
P01106	P67870
P04637	Q12834
P11215	P13598
P05771	Q9P2W3
P20333	Q9NVI1
O14512	P48551
P00738	Q8IY92
O60496	O75832
P01569	P16471
O15131	Q9Y5K6
Q13418	Q9P003
Q13526	Q9HC98
Q14164	Q92985
P31946	P46937
P49840	Q14596
Q96Q83	Q9Y4A5
P43307	P51571
P25098	P51685
P08107	P45984
P13612	P21815
O94907	P04637
P29401	P30480
P50613	Q13889
O60925	P62857
P23458	P52630
O60266	P51787
P51817	Q7Z2W7
O75344	Q9Y5B8
Q12834	Q8NHZ8
O95400	P09012
O15169	Q8N4C6
P26006	Q07890
O43390	P31943
Q92989	Q9NV70
P56282	Q07864
P08107	P12830
Q68DC2	Q9UGN5
O14920	Q14790
O14905	Q9H237
P16150	P35222
Q16619	Q5VWK5
P10415	Q06190
P40145	P50151
P01303	P30559
Q5SRE5	Q8TEM1
P19838	P62241
Q13242	Q9BUJ2
A4UGR9	Q9UET6
P59768	Q9UBY5
P48544	P59768
A7MCY6	Q9H6S1
P38432	Q5TD97
P08107	P78527
P04637	P49674
P04275	P14770
Q2TAY7	Q9H0H5
O75251	O95178
Q16236	Q9P2K8
P51684	P55773
Q13087	Q9NRR5
P04637	P17643
P11362	Q9NP95
P17081	P53618
P18146	Q9H8W5
Q04206	Q14116
Q14197	Q9H9B4
P10644	Q9Y6D5
P51681	Q8N138
P22626	Q8IX12
P67809	Q12986
O60566	P63010
P17693	P61769
O60814	Q93077
Q06124	Q92835
P16871	Q9UJU6
P28069	Q969G2
P55201	Q8WYH8
O00291	Q14790
P32121	Q8NGB9
P10275	Q99816
P32121	Q8NGL7
O95816	Q00653
P63000	Q13546
P29353	Q12929
P30480	P61106
P27986	Q9Y243
P62837	Q9BV68
P16989	P69892
P51817	Q96D31
Q02535	Q92858
P33993	Q16254
P12429	Q92979
P51610	Q15291
Q7RTS9	Q99798
P55210	Q15843
P62993	Q13905
O00329	P16333
O76021	O95819
P60709	Q14164
P04439	P26717
Q13111	Q9UJX2
O00505	O95376
P54259	Q96QZ7
406982	P10145
Q13148	Q9H0D6
O75694	P35658
Q15633	Q96PK6
P35568	Q9NRF2
P58876	Q96QV6
Q9GZX5	Q9Y3C5
P01111	Q0VAM2
O00574	P25098
P31751	Q99941
P46379	P51864
P08913	P50148
O43318	Q9NYJ8
Q12906	Q99873
P27708	Q00653
P08579	Q14164
O95985	P28799
Q12933	Q15398
P46940	Q04695
P35443	Q08722
P03928	Q9Y4G8
O95707	Q13535
Q7L5N1	Q99624
O15533	P30466
Q13315	Q9BQ52
P10415	Q96HR8
P35225	P48357
P04637	P08581
P16220	P42858
O15392	Q15853
O00327	P48730
Q9NYB9	Q9Y2A7
P17535	Q15759
Q13464	Q9BUA6
P30876	Q9Y5B0
O15264	Q04206
P05107	P63244
Q16537	Q5FBB7
P62256	Q96GF1
P26006	P49747
Q13007	Q8N6P7
Q6FHJ7	Q9H1J7
P13385	Q7L5N1
P42684	P46108
P22626	Q13243
P19174	Q9GZY6
Q01105	Q562F6
P09619	Q13596
O43809	Q9NXG2
P50150	P63096
P18146	Q9UIF9
P00533	P61978
P23229	P53708
P00533	P13987
P04083	P25090
P15153	Q96BY6
P55199	Q96H20
P51668	Q969V5
O15264	P30153
O95793	Q15435
P62140	Q9C0J8
P04843	Q8TCJ2
Q13363	Q9H2S9
P19235	P62993
P16220	Q7Z5R6
P49321	Q13535
P01889	Q9Y3A5
P61088	Q14258
P24723	Q9BX67
P13569	Q9UNK0
P62993	Q04759
P10398	Q16539
P18510	P27930
Q8TEE9	Q9NQC3
P30086	Q9HC24
P28482	P53355
P29400	P55055
O14980	P63104
P84022	Q9H7M9
O15105	Q15750
P00846	P18859
O43242	O75832
P25025	P78423
Q15819	Q9H5I1
O75925	Q99873
P25054	Q99460
P16220	Q6ZV73
Q15648	Q9UHV7
P49643	P63104
Q15075	Q96Q42
Q14197	Q9Y3D3
O43889	P17252
P0CG48	Q8TAT6
Q15365	Q16851
P51817	Q9Y272
P61019	Q16659
P26641	P53602
P51955	Q9BV73
P05771	P08754
O75159	Q9HBE5
P24941	Q9H1Q7
P17612	Q06710
P24385	P62140
O75015	Q8NHJ6
P56537	Q96EZ8
O43521	P01106
P15391	P52735
Q8NFH4	Q8WUM0
P16499	P19087
Q13952	Q9NZM4
P26441	P60228
P61353	Q9UQ80
Q8NHG7	Q9UNZ2
P26715	Q13241
Q01081	Q13573
P83731	Q02878
P48736	Q07889
O43175	Q13573
P31995	Q8N149
Q6NUN9	Q9NR28
O96019	Q9ULG1
O95072	Q14683
O76081	Q9UI30
O00311	Q7L590
Q15834	Q6ZU52
P30954	P32121
P62258	Q16720
P38936	Q16254
P04278	P63267
P19634	Q99750
O00515	P31947
P68431	Q92830
Q8IZL8	Q92731
P18146	P53355
P22694	Q92806
P01106	Q9UJU2
P01023	P38936
P00747	P01023
P24864	P30291
P80303	Q9Y6D5
P63000	Q86VI3
P06213	P62993
O75410	O95619
P62851	Q9HCK5
Q15788	Q92905
Q13573	Q96GM5
P07437	Q14164
P54259	Q96KQ4
P07996	Q96LA8
Q03135	Q16881
O15335	P16144
Q14247	Q9BPX5
P05121	P84022
O15372	P01889
Q96C00	Q9NX70
P31151	Q01469
P05106	Q86YW0
P62244	P63220
Q93009	Q9HBZ2
P16298	Q08209
P63261	Q92597
Q96FJ2	Q96LC9
P04406	Q09472
P19174	P42338
O14775	Q14831
Q13573	Q99496
O95685	P36873
P06213	Q92913
O75821	Q99613
O96020	Q13616
A6NIT4	P42702
P43364	Q96AJ1
P06756	P78509
O94806	Q9NYF0
P17987	P27348
P18077	Q9UKV8
Q07955	Q86X95
P00519	P09769
P62875	Q71UI9
O94776	P62805
O60641	Q03518
O14980	P04637
O75365	Q9UIA9
Q9UKP3	Q9Y2Z0
P16471	P78324
P30291	P31947
P16333	Q96RT1
O15085	P62745
P07202	P40189
O14508	P52333
P00519	Q9H2X0
P61224	Q13432
O15143	Q9P1U1
P61289	Q06323
P12931	P14921
O15524	Q15116
P43405	Q9UQC2
Q01844	Q9H0M0
P35222	Q9BQ87
P09874	Q14164
P45983	Q9Y2U5
P30154	P31749
P42773	Q14209
P05783	Q99816
O43396	Q9P0V3
P46776	Q02878
P07948	P41240
O15121	P60228
O00305	Q9Y5P8
Q5VWK5	Q9UBD9
O60447	P53350
A6ND36	P84022
Q13435	Q9UL18
O75925	P02778
P06241	P18887
P09914	P52630
P13727	P15976
P47712	Q03113
P38405	Q8NGP2
P53779	Q12789
O95757	Q9Y4K3
P43360	P78344
P11142	Q86UA6
P54253	Q9Y6R0
Q96IX5	Q9BUV8
P78552	Q86WN2
P32302	P55774
Q53FE4	Q7L5N1
P58876	Q15291
P19525	Q9UL40
O15111	O75962
P51671	P51677
O95786	Q96C10
Q86V24	Q9UGI9
P27348	Q9NZT1
P18615	Q8IXH7
P20020	P62258
P15151	Q15762
A8MT69	Q9NPD8
P08107	Q92844
O00303	Q53GS7
Q969G3	Q9UPN9
P62745	P98171
P63096	Q8TDS4
P20226	Q9H063
P46108	Q9Y4K4
P02768	Q01432
O15198	P54274
P06576	P16871
P54257	Q5T3J3
P04637	P31947
P18146	Q6PL18
P11233	Q12967
Q9BV38	Q9UL18
P31150	Q86XK2
O75376	P10275
P11021	P11387
P48643	Q8IZH2
O96014	P56704
O95813	Q9HCS4
P02766	Q08379
O43374	Q07889
P00352	P10276
P14866	P22607
C9JDP6	Q9Y5I7
P60510	P78371
P13639	P62993
P49662	Q9NTJ3
P00533	P07332
P50151	Q9Y272
Q4VCS5	Q9GZV5
O75197	Q9GZT5
P29371	P50148
P12931	Q4V348
P18146	Q9H7P9
O95484	Q8N7P3
P30044	Q96BK5
P40337	Q9UI30
P63010	Q07889
P32121	Q96R48
P62333	Q14164
P28482	Q05513
P16070	Q13464
Q15831	Q96CW1
Q92974	Q96L34
O95402	P30542
O15198	O95782
P22234	P23508
O95863	P0CG48
P48634	Q07021
O00444	Q5JR59
P09651	Q92561
P01116	P29353
P62140	Q9UD71
P18564	Q9UKX5
P17948	Q8WYR1
Q5VVX9	Q9Y508
P43360	Q9Y5Q9
P52294	Q8IY92
P55157	Q14767
P52732	Q13315
P00519	P62258
Q16649	Q9NR55
P23508	P52701
Q9NX58	Q9NZI8
P55196	Q9Y2D8
P05387	P50914
P13611	P78556
A5YKK6	Q9UFF9
P56278	Q9Y243
P08047	P12931
Q07817	Q9BZR8
P02461	P05106
P27540	Q92793
Q13077	Q9NS68
P11021	Q9GZR7
O95477	Q9NZN5
P10144	P55957
O15111	Q04759
Q7Z6L1	Q99832
O15123	P16234
P02458	P09486
Q9UKV5	Q9Y2X8
O94875	P32969
O60260	P48729
O94979	P25054
P00519	Q9NQC3
P40337	Q9Y266
P13236	P41597
P01236	P23284
406901	Q9UKV8
P09544	Q01974
P10644	Q14192
Q14790	Q9UHD2
O00329	P14770
P62158	Q9NYJ8
P23458	P48357
P60709	Q9H981
Q13485	Q9NRA8
P02675	P23142
P61254	Q9NX58
P23921	Q7LG56
P03372	Q9Y6C7
Q13571	Q9H201
P18847	P18848
P07942	P26006
Q14155	Q15052
P35568	Q05513
P10912	Q9GZX6
O60383	P55316
P13489	Q8IY92
P30260	Q9NZH5
O15116	Q9UBK9
O75023	P08637
P01889	Q9NP81
P63211	Q01668
P08648	P49746
P15407	P53778
P12107	P18827
O15551	Q96B33
P08107	P12956
O95639	P33240
P40763	P53779
P04637	Q13362
Q9NS23	Q9UER7
Q16514	Q92830
Q71U36	Q9NQC7
Q9NPJ1	Q9UNE7
P01106	Q86XI2
P56524	Q9BTM1
574032	Q8WY64
Q14185	Q7L0Q8
P08100	P62873
P00533	Q01094
Q01970	Q13976
O75582	Q15759
P41235	Q9Y6Q9
O14737	Q9BVJ6
O00255	Q9NS64
P01570	P31785
Q8TD31	Q9Y3C7
P01374	P01375
P0CG48	Q9BXM7
O75486	P38398
O43570	Q96GM8
P25025	Q8TE73
P26599	Q9BUJ2
P01308	Q96C24
O43524	P61981
O95398	Q8NFM4
P05387	P62899
P62258	Q92934
P32248	P32298
O95149	Q14974
P61073	Q99623
O75116	P35579
Q15047	Q96SN7
P06239	P67870
P01135	P08069
P31431	P49746
P43360	Q96KB5
P13861	P84022
P62714	Q92736
Q15070	Q9UKV8
P10147	P32302
Q14686	Q92793
P13725	P52333
Q13698	Q15173
O14950	P36873
O15360	P19174
P05783	Q8IYI6
O60260	P05412
Q13153	Q9Y6Q9
P62256	Q7Z569
P08134	Q07890
P12757	Q9UPN9
P18206	Q92499
P14373	Q9H2F5
P45973	Q7Z3K3
P42677	P62266
P01116	Q8IV61
O75688	Q13310
P42830	P51684
Q15428	Q99459
Q93063	Q9Y4L1
Q02818	Q13315
P04233	P28068
O14965	Q9NWT8
P78395	Q15370
Q9HAV0	Q9Y272
Q13315	Q9HCE1
406991	P08887
O75056	P06241
Q14683	Q15365
O00238	Q9H4E5
Q9NQB0	Q9P1Z2
P04222	P61289
O95989	P45378
Q9BSB4	Q9Y4P1
P56199	Q9NVD7
P27824	P30050
O00459	P63215
O00501	P57739
P38405	Q8NGL4
Q9UJU2	Q9Y265
P10912	Q9NYY1
O00748	Q01094
P37231	Q14686
P18859	P51812
P07355	P62714
O00459	P62834
Q9Y3A3	Q9Y4G8
P10275	Q9UQ80
P08238	Q00653
Q9C086	Q9Y5K5
P04637	P39060
100008587	O60264
O15160	Q14191
P12004	Q9H160
O43707	P42224
P09471	Q92569
P04628	Q92765
P84085	Q13573
P09919	P49715
O76100	P35626
P48023	Q5TCZ1
P60673	Q562R1
O15524	P15509
P51572	Q9BUN8
P01106	Q6ICH7
P25445	P25490
P48556	Q9UNM6
P18847	P22612
Q8IY92	Q9H9J2
P11142	P35222
Q6FHJ7	Q9GZT5
P26641	P62316
P23528	Q8WYL5
P62837	Q9Y577
P15056	Q13164
P35080	Q9Y4K3
O75578	P13612
Q9HAW0	Q9Y679
P30480	Q9NSE4
Q8TCT9	Q9H1C4
P08514	P10451
P25116	P43250
Q9BST9	Q9HCE7
P41235	Q01740
P41743	Q9BYG5
Q16611	Q9HD36
P49792	Q96HA1
P31947	Q9P2M7
Q15303	Q99961
O00459	Q8IXI1
406970	P04637
P05067	Q14790
O14639	P62993
Q99417	Q9HCK5
Q9BZE9	Q9H814
Q15645	Q6BCY4
O15553	Q9C000
Q02505	Q16665
P43358	Q86WT6
P61254	P62891
O14531	Q16827
O00305	P30153
P19388	P62487
P16144	P23229
O00273	P42574
O00329	P42681
P63218	Q00975
P31689	Q15628
Q01668	Q13557
P11021	Q9NZJ5
P0C0S5	Q8NHM5
P49821	Q14197
P01106	Q9NVI1
Q01085	Q12906
P40424	P42772
P40424	Q13526
P60953	P61224
P01730	P79483
A0JLT2	Q9UHV7
P43403	Q13094
O15111	Q13233
P08069	P31371
Q5VTD9	Q8N6Y0
P61289	Q14164
P13612	Q9HBI0
P17301	Q8WYR1
Q93079	Q96QV6
P55055	P55854
P22612	Q9UF02
O15455	O95863
O14746	P01106
Q06124	Q14289
P08173	P62873
P16112	P23142
P67870	Q9Y5U9
O60383	Q99447
O75529	Q9Y4A5
P03956	P10145
P62851	P63220
P62158	Q9BYC9
O14641	Q9BXS5
P31749	Q53EL6
P49711	Q9NS23
Q13315	Q15291
P40225	Q9UHF4
O15479	Q9Y3U8
Q9ULU8	Q9Y383
P78362	Q8WVK2
P35268	P84098
P11171	P14174
P15391	P40259
Q13315	Q9UQR0
Q13557	Q9UF02
O60563	P49336
P04150	Q92793
P55157	Q13023
P32121	Q15619
P48454	Q9UJX6
Q16891	Q9H8K7
O14512	Q13261
P18206	Q13277
O75159	P16471
406983	Q9Y2I8
Q969X5	Q9Y282
P62877	Q15750
P16220	P48378
Q8NFM7	Q96F46
P17980	Q9Y4K3
P53675	Q9NZN4
P16619	P32246
P56537	P63279
Q8TBE9	Q9H8Y8
Q8N5S9	Q9UGI9
P46092	Q9UBD3
P84095	Q9NQU5
Q8N122	Q9HB90
P35998	P62191
P14652	Q05516
O14827	Q07890
P85298	Q9HBH0
P05129	Q99941
Q16254	Q9BR39
P18621	P63173
P10276	P56524
Q15797	Q9UIS9
O60880	Q96DU3
P18077	P42766
O14827	Q07889
P01100	Q9Y6K9
Q6VN20	Q8N6C5
Q9UPN3	Q9Y4D7
P13805	Q8IUR7
P49674	Q96B18
P50591	Q14790
P49841	Q9Y2T1
Q96B36	Q9Y478
Q6P1K2	Q7L5N1
Q96DU7	Q9NZT1
P27449	P51149
O60503	Q9UQM7
O95793	P50914
P48443	Q15788
O60499	Q96AJ9
O15534	P48729
O60282	P42263
P42566	Q15303
P16278	Q9NSA3
Q15047	Q9H9J2
P51668	Q9ULK6
442915	P41279
P53667	Q13153
P30480	P55786
P01562	P38398
P01116	P53778
O00422	O43665
O75446	P51610
P21246	Q99417
P51149	Q3ZCM7
P01562	Q01344
P16333	Q96RL7
P36888	P42336
P49137	Q00613
P02545	Q05655
P18146	Q9Y5R6
Q53TQ3	Q9Y230
O75116	P62140
P02751	P25067
P49286	Q9UBI6
Q13480	Q92569
P08912	P38405
P62875	Q9H1D9
O43684	Q9UKE5
P01241	P61247
O75554	Q00839
P04637	P51531
Q13418	Q9UHX1
P30291	P84022
O00562	P61586
P51946	Q92759
P29992	P37288
P26012	P63261
P21796	Q14697
Q14344	Q68DD2
P08727	P25054
P05107	P20701
P29350	P42701
Q9NZC7	Q9P2I0
O14508	P06213
A0JLT2	Q96C00
P22061	Q14164
P04899	Q13936
O60684	P13010
P16234	P49767
Q08209	Q13469
Q8NEM7	Q9Y4A5
O43521	P28482
P26006	P49746
Q13347	Q13573
P06213	P27361
P20073	Q6UXF1
P01236	Q01344
P13804	P38117
P35222	Q9ULV1
O14639	Q96ED9
P54709	Q13237
Q14CB8	Q99567
O75390	Q9Y4K3
P08047	Q15545
Q99459	Q9Y295
O43677	O96000
O95835	Q15942
Q08999	Q12778
Q5W0B1	Q9HAW0
O00459	PB_10
O43752	Q96AJ9
P51690	Q99608
O15083	Q13136
P04222	Q15008
Q15303	Q16611
P61073	Q9Y5W3
P43080	Q02846
O60506	Q9NR22
Q8WUM4	Q9Y6E0
P24522	Q8TDZ2
P30559	P54289
P47756	Q6IBS0
O14490	Q15788
P01106	Q12770
P18146	Q16827
P05107	P62834
O43913	O75419
O95786	Q13114
P36873	Q9P2K8
P00540	P01111
O75369	P45983
O60896	O95467
P04150	Q13228
P25963	P38646
O14727	P08107
406885	Q9H9Z2
Q92905	Q9H9Q2
O75340	Q9UBV8
P27986	P50993
P54840	P62136
P10912	Q9ULV8
P0CG48	Q9NYJ8
O60262	Q8NFM4
Q12933	Q86TN4
Q6W2J9	Q99496
P35626	Q8NGC7
P62158	Q9UQK1
Q13554	Q9UKV0
O14788	Q12968
P08637	P12314
P42330	Q9UKV3
P58166	Q13705
P18084	P55268
Q9P2D1	Q9UBE8
P61254	P61353
P18124	Q00653
P29466	Q9NZH6
P20309	Q5JWF2
O15392	Q15329
Q8WVM8	Q9UPT9
P29692	Q14194
P07900	Q9Y2Z0
Q05655	Q9NQ66
P50151	Q01668
Q9H2U1	Q9NVD7
P24394	Q9Y4H2
P60520	Q14596
P01106	Q6XE24
P62258	Q14558
O43795	Q99759
O14920	P53350
P48643	Q9HCK5
O43513	O95402
Q16630	Q9NYG5
Q92547	Q99638
Q9UBK2	Q9Y478
C9JDP6	Q96AP7
P62258	Q13671
O15320	P00519
O75251	P03886
Q13368	Q96RT1
P53779	Q13387
P04183	Q9NX74
P46109	Q13349
P51149	Q15904
Q7Z6B7	Q9HBH0
O15264	P19878
P62136	Q9GZV5
Q9NRF9	Q9NS73
Q7L0Q8	Q9UNA1
P62266	P62851
O95155	P18146
P23229	Q14031
Q01469	Q14164
P45984	P52564
P08151	Q9Y297
Q09472	Q92466
O75489	Q14197
P21675	P62807
P21796	P60709
P16333	Q13177
406908	Q15910
P10275	P29466
P62913	P62987
P12931	P55774
O60266	Q8TD86
P08047	Q92769
Q8WUI4	Q9BTM1
P07384	Q6IAA8
P10828	P28482
O00159	Q8IY92
P13612	P26012
P31946	Q96NE9
P36507	Q969H4
P62987	Q29983
P22694	Q9UGJ0
O00308	O95822
P60520	P68871
O15263	Q04206
P01137	Q12841
P10275	Q15637
Q5SW24	Q92997
P38936	Q13509
P15927	Q99638
P18509	P41586
P29350	Q9UQC2
P16520	P28566
Q15717	Q9Y478
O75369	P62993
P36873	P49427
P63098	Q12968
P03372	P20290
P08700	Q08334
P05106	P49023
O75964	P24539
P11171	Q9BRA2
P30304	Q00534
P58753	Q15109
P32121	Q99835
Q13796	Q15788
P11234	Q00535
P01568	Q08334
Q03001	Q9NRI5
O15399	Q9P0X4
P53779	Q16600
P23508	Q9Y3B8
Q8NHU6	Q99700
P14136	P23297
P06748	P30480
O14893	Q01130
Q9NRI5	Q9Y496
O75925	Q99856
P04628	Q13467
O60603	P22314
P30279	Q08999
P01242	Q01344
P52756	Q15366
P62861	Q99558
P07900	Q15628
Q13137	Q8N715
Q13131	Q92574
P01303	Q12884
P36402	Q9P1Z2
O43677	Q16795
O14744	Q8N163
P28482	P39877
P07305	Q9UHY7
P61289	P84101
O15041	Q9Y4D7
P12318	P59901
P63279	Q8NDC0
P13569	P51817
P62241	P62993
O76061	P19387
Q13315	Q92994
P09429	P10599
Q6ZW49	Q96BR9
P35626	Q8NH21
Q09028	Q9UBN6
O60739	P62263
Q13501	Q8NEY8
P04150	P17947
P04275	P26012
Q09472	Q9H4L4
Q8NHZ7	Q92769
Q9H8E8	Q9NRF9
P45983	Q0VDF9
P51817	Q01814
O60828	P68104
P48454	P63098
P15692	Q15796
Q99650	Q9HBE4
P41182	Q96T58
Q13616	Q8IYD8
P28749	P41732
Q9H223	Q9Y6J8
P19793	P35228
A8TX70	P05106
Q13873	Q15797
P03372	Q15303
407007	P01100
P51817	Q07699
P62877	Q01831
P01100	P06400
O00144	O96014
P0C0S5	Q99877
P04899	Q3MJ16
P22612	Q08499
Q8WUF5	Q9H3D4
P25024	P35626
Q13573	Q8IYB8
P40238	P40933
P51817	Q68CJ9
P25054	Q96GD4
P05129	P19883
P61586	Q9NRY4
P05067	P46459
Q8IXK0	Q9UHJ3
O95071	Q8IY92
Q13098	Q9P2S5
O75899	P63215
P08779	Q92844
O43166	P61224
P18124	Q04206
P15153	Q96N67
O75800	Q8WWF5
Q01344	Q86WN2
P23528	P53667
P05060	P20073
Q9H0E2	Q9NPH3
P50990	Q13233
P31749	Q9UQB3
P18124	Q9UNX3
P15104	Q9H422
O60603	P08571
P09544	Q96HF1
P05455	Q92956
P27816	Q13885
P26006	P30101
Q14164	Q9H173
P12755	P68363
O15111	P32121
Q16665	Q9UNS2
P02775	P32246
Q7L576	Q96L34
P61247	Q8IW19
O14920	P49642
P27695	P78396
P02462	P56199
P05556	Q9UL25
P01876	Q96CF2
P02751	P98095
Q99986	Q9H4B4
O15131	Q9HCU9
P46781	P62263
P27816	Q9P0L2
Q05586	Q9P0X4
O14920	O95819
P23511	P29350
P67775	Q7Z3S7
P04629	Q9HCE7
P01562	Q9HBE5
O75586	P57721
P35250	Q9Y5J5
P28328	Q8WVC0
O75746	P01106
O76064	Q969T4
O43633	O75351
Q5VVX9	Q9UPQ4
P20936	Q03135
P33991	Q99459
Q969T4	Q96A37
Q96Q89	Q9Y265
Q12933	Q13501
O43707	P12830
Q05655	Q9H5V8
P62805	Q9NPI1
P42336	Q05513
O14610	P53779
P55157	Q8IZP0
P02745	P27797
P06396	P49662
P08648	P12110
Q6QNY1	Q9H7E9
P60520	Q99460
O00222	O14775
P62316	Q16695
O15524	Q9HC73
P61019	Q08379
Q9NTM9	Q9P1W9
O95467	P05067
P34932	Q15750
O76024	P56537
Q13547	Q86YP4
P27105	Q13617
O15111	O15530
P38405	Q8NH18
P26010	P29400
Q13546	Q3ZCQ8
Q13557	Q9Y698
P29353	P31994
P35568	P42336
P18887	Q96T60
P19012	Q53FD0
P16619	P46094
P19086	Q13255
Q969Z0	Q9NYA4
P16298	Q9UM13
P31749	Q15653
P07910	P48729
Q8TB72	Q8WY41
P58753	Q15399
Q96MW5	Q9H9E3
O95139	P51970
O60674	P17181
Q13310	Q9HCK5
Q15303	Q96J02
Q13573	Q9BZD4
O00626	P19320
P61978	P98175
P09471	P12931
P62807	Q8WUI4
P18847	Q9NR55
P29320	Q8N5V2
P15153	Q9UQB8
P14784	P40763
P08246	Q9UBQ0
Q13315	Q9UKM9
P30876	P52435
P51116	Q9UBR4
P22681	Q99961
P13804	Q14164
O00459	Q9HBH0
P23760	P55157
P22607	P35568
P22301	P26992
P36578	Q13573
Q9HAV4	Q9Y5J5
O00221	P54136
O75800	Q6UWE0
Q99062	Q9NPF7
